Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
6,56,0,7,8,-0.58427208908176
5,83,0,7,6,0.6129214510152108
1,79,0,9,6,-0.11580505165251055
6,68,0,5,7,0.2485581996813501
6,96,0,6,6,1.5498555258737094
4,44,1,8,7,-1.5212061639402588
9,76,1,5,2,0.9772847023490714
9,64,0,6,1,0.09240252053826696
5,69,0,9,2,-0.011701265557121794
4,88,1,5,0,0.8211290232059882
9,91,1,8,8,1.91421877720757
1,86,0,4,9,-0.011701265557121794
2,91,1,4,1,0.6129214510152108
3,67,0,5,6,-0.42811640993867683
1,51,0,8,9,-1.41710237784487
9,63,1,4,9,0.14445441358596134
6,77,0,6,4,0.5608695579675164
9,56,1,9,8,0.04035062749057258
2,92,0,9,9,0.8731809162536827
1,62,0,9,9,-1.000687233463315
8,87,1,4,9,1.2375441675875432
1,62,0,4,4,-1.000687233463315
6,71,0,7,9,0.2485581996813501
6,74,1,8,3,0.3006100927290445
7,49,1,6,5,-0.7924796612725374
3,52,1,5,7,-1.1568429126063982
8,79,0,6,5,1.0293365953967657
1,42,0,7,1,-2.145828880512591
6,70,1,7,3,-0.011701265557121794
5,85,0,4,5,0.925232809301377
7,97,0,9,9,2.018322563302959
1,71,0,9,8,-0.58427208908176
1,57,0,5,9,-1.2088948056540925
5,63,0,6,5,-0.3760645168909824
2,94,0,9,5,0.9772847023490714
1,46,0,6,6,-1.833517522226425
6,76,1,4,6,0.4047138788244332
1,75,0,5,3,-0.58427208908176
3,79,1,4,3,0.09240252053826696
1,47,0,9,2,-1.6253099500356474
9,58,1,9,0,-0.06375315860481617
8,90,1,4,1,1.4978036328260151
9,69,0,8,2,0.5608695579675164
5,54,1,8,6,-0.6363239821294543
4,46,1,8,2,-1.4691542708925645
7,42,0,8,3,-1.1568429126063982
9,42,0,5,4,-0.8965834473679262
1,40,1,8,8,-2.093776987464897
1,49,1,4,4,-1.833517522226425
5,67,0,4,5,-0.2719607307955937
4,84,1,9,2,0.6129214510152108
6,61,1,5,9,-0.32401262384328805
9,78,0,8,9,1.0293365953967657
8,90,1,5,8,1.2895960606352377
7,84,0,7,0,0.9772847023490714
9,77,1,4,8,0.9772847023490714
7,87,1,7,0,1.1854922745398488
5,55,0,7,7,-0.740427768224843
9,85,1,9,6,1.6539593119690983
6,43,1,7,3,-1.2088948056540925
4,48,1,4,8,-1.3129985917494813
7,87,1,7,8,1.1334403814921545
9,64,0,9,7,0.1965063066336557
7,72,0,4,3,0.4567657718721276
4,64,1,8,1,-0.42811640993867683
2,53,0,9,8,-1.2088948056540925
8,90,1,5,3,1.341647953682932
1,62,1,5,0,-1.000687233463315
8,91,0,8,4,1.4978036328260151
9,50,1,9,9,-0.2199088377478993
8,68,0,5,1,0.35266198577673885
7,91,1,8,6,1.7060112050167926
8,73,1,8,4,0.6129214510152108
5,66,0,6,4,-0.11580505165251055
7,87,0,9,2,1.2895960606352377
4,69,0,9,4,0.09240252053826696
9,47,1,9,6,-0.42811640993867683
1,95,0,8,8,0.8211290232059882
8,56,0,4,5,-0.42811640993867683
8,80,1,4,5,0.8211290232059882
9,54,1,9,0,-0.16785694470020493
4,48,0,7,7,-1.2088948056540925
7,46,0,9,6,-0.6363239821294543
7,50,0,7,4,-0.8445315543202319
4,44,0,4,8,-1.4691542708925645
2,79,1,4,5,0.04035062749057258
6,61,1,7,0,-0.16785694470020493
8,46,0,9,6,-0.58427208908176
4,85,0,7,9,0.9772847023490714
4,44,1,6,7,-1.41710237784487
4,53,1,5,6,-0.740427768224843
6,40,1,8,1,-1.4691542708925645
3,42,0,8,9,-1.5212061639402588
8,77,1,4,3,0.8731809162536827
5,59,0,5,9,-0.5322201960340656
8,42,1,6,8,-1.000687233463315
4,99,1,6,0,1.4978036328260151
5,97,0,4,2,1.4978036328260151
8,82,0,5,8,1.0293365953967657
7,67,1,7,8,0.1965063066336557
9,68,0,6,0,0.4047138788244332
3,81,1,5,7,0.35266198577673885
4,72,1,8,7,0.1965063066336557
3,68,0,5,7,-0.3760645168909824
9,65,0,9,8,0.4567657718721276
5,72,1,8,1,0.14445441358596134
2,59,1,5,9,-0.7924796612725374
8,46,0,9,5,-0.740427768224843
1,73,0,5,6,-0.58427208908176
5,47,0,9,4,-1.000687233463315
1,61,1,4,1,-1.2088948056540925
9,54,1,4,7,-0.11580505165251055
8,44,0,5,4,-1.0527391265110093
3,62,1,9,0,-0.6363239821294543
8,45,0,4,6,-0.8445315543202319
9,43,0,7,7,-0.8965834473679262
4,71,1,4,9,-0.2199088377478993
2,80,0,9,5,-0.011701265557121794
8,92,0,6,0,1.8101149911121814
4,42,0,4,9,-1.6253099500356474
6,98,0,5,1,1.4978036328260151
6,93,1,9,6,1.601907418921404
2,76,1,4,1,-0.11580505165251055
1,67,1,4,7,-0.8965834473679262
2,60,0,4,3,-0.9486353404156206
9,57,0,9,6,-0.011701265557121794
2,59,1,4,0,-1.3129985917494813
3,75,0,7,4,-0.11580505165251055
2,72,0,4,2,-0.32401262384328805
6,52,1,8,4,-0.58427208908176
7,88,0,8,9,1.3936998467306263
6,58,1,8,8,-0.32401262384328805
2,76,1,5,6,0.04035062749057258
1,72,0,5,9,-0.5322201960340656
5,90,0,5,1,1.0813884884444602
7,97,1,7,2,1.7060112050167926
9,78,0,9,1,1.0813884884444602
8,51,1,4,0,-0.6363239821294543
9,74,1,6,8,0.7170252371105995
3,77,0,4,8,0.14445441358596134
1,86,1,8,0,0.3006100927290445
2,63,1,5,8,-1.000687233463315
9,93,1,9,4,1.9662706702552646
7,59,0,9,1,-0.2199088377478993
7,56,0,8,4,-0.2199088377478993
2,45,0,4,4,-1.9376213083218137
2,85,1,9,5,0.4567657718721276
6,62,1,5,0,-0.4801683029863712
5,47,0,4,7,-1.1568429126063982
6,79,0,6,9,0.5088176649198219
7,69,0,7,1,0.14445441358596134
8,42,1,6,7,-0.9486353404156206
2,46,0,9,1,-1.7294137361310362
5,98,0,4,0,1.1854922745398488
8,49,0,9,7,-0.4801683029863712
1,92,0,8,0,0.6129214510152108
8,95,0,5,2,1.8101149911121814
7,61,0,7,4,-0.2199088377478993
5,58,1,4,5,-0.6363239821294543
4,98,1,7,9,1.4457517397783208
5,98,1,5,8,1.4457517397783208
8,59,0,9,0,-0.2719607307955937
8,91,0,4,3,1.5498555258737094
3,51,0,5,4,-1.2609466987017868
2,96,0,5,5,1.0293365953967657
1,66,0,8,7,-0.8445315543202319
8,47,0,7,1,-1.000687233463315
7,99,0,5,4,1.8101149911121814
5,56,1,9,6,-0.4801683029863712
3,81,1,8,9,0.4047138788244332
6,90,1,5,2,1.1854922745398488
4,40,1,4,2,-1.833517522226425
4,63,1,5,9,-0.42811640993867683
1,50,0,7,0,-1.6253099500356474
7,57,1,7,8,-0.3760645168909824
2,59,1,5,1,-1.0527391265110093
6,91,1,5,3,1.1854922745398488
3,55,0,7,1,-1.2088948056540925
4,82,1,8,9,0.6649733440629051
3,52,1,4,9,-1.3129985917494813
6,58,1,9,9,-0.2719607307955937
9,85,1,5,0,1.3936998467306263
3,63,0,8,8,-0.6883758751771487
7,74,1,5,7,0.5608695579675164
7,93,1,6,4,1.601907418921404
3,45,0,9,9,-1.3129985917494813
5,83,1,8,9,0.8211290232059882
1,77,0,6,4,-0.06375315860481617
7,54,0,6,7,-0.58427208908176
9,56,0,4,1,-0.06375315860481617
8,58,1,4,3,-0.11580505165251055
9,78,0,9,3,0.9772847023490714
6,99,1,7,4,1.8101149911121814
5,63,0,5,6,-0.32401262384328805
9,74,1,8,2,0.6649733440629051
7,92,0,5,8,1.4978036328260151
4,44,0,8,9,-1.4691542708925645
5,41,0,5,7,-1.573258056987953
1,86,0,9,9,0.4567657718721276
5,58,0,8,2,-0.58427208908176
6,98,0,7,7,1.7580630980644871
2,53,0,4,7,-1.3650504847971756
1,42,0,8,9,-1.7814656291787305
7,86,0,6,0,1.1334403814921545
7,40,0,6,0,-1.2609466987017868
1,51,0,7,7,-1.5212061639402588
7,60,1,7,6,-0.11580505165251055
9,41,1,5,7,-0.8965834473679262
5,92,1,6,5,1.1854922745398488
5,91,0,6,3,0.925232809301377
5,69,0,7,6,0.09240252053826696
1,53,0,8,0,-1.6253099500356474
7,57,1,6,6,-0.2719607307955937
8,93,1,6,2,1.4978036328260151
5,58,0,8,8,-0.42811640993867683
5,90,0,8,0,1.1334403814921545
9,42,1,8,9,-0.740427768224843
7,98,0,8,2,1.601907418921404
1,90,1,8,5,0.5088176649198219
1,57,0,4,6,-1.4691542708925645
8,67,0,4,0,-0.011701265557121794
5,91,1,5,5,1.0813884884444602
6,60,1,5,2,-0.42811640993867683
4,56,0,6,6,-0.9486353404156206
3,48,0,9,8,-1.0527391265110093
6,97,1,5,9,1.601907418921404
1,50,1,9,7,-1.5212061639402588
7,76,1,7,7,0.6129214510152108
1,45,0,9,6,-1.7294137361310362
4,65,0,9,7,-0.32401262384328805
1,62,1,4,2,-0.9486353404156206
5,79,1,7,3,0.6649733440629051
8,62,0,9,9,0.09240252053826696
3,87,0,9,5,0.7690771301582938
7,78,0,4,6,0.6649733440629051
8,97,0,5,1,1.6539593119690983
1,81,1,5,6,0.09240252053826696
4,60,0,7,3,-0.6363239821294543
9,87,1,8,5,1.6539593119690983
2,92,0,7,7,0.7690771301582938
3,63,0,4,6,-0.6883758751771487
2,70,0,9,5,-0.32401262384328805
7,91,0,9,9,1.4457517397783208
6,43,0,5,5,-0.8445315543202319
9,90,0,5,9,1.6539593119690983
9,57,0,8,3,-0.16785694470020493
3,58,0,8,1,-0.6883758751771487
2,63,0,4,3,-0.9486353404156206
2,70,1,9,5,-0.3760645168909824
2,46,1,4,6,-1.833517522226425
2,65,0,4,1,-0.6883758751771487
5,63,1,9,8,-0.2719607307955937
9,63,0,7,9,0.2485581996813501
7,68,0,6,9,0.3006100927290445
1,66,1,6,1,-0.8445315543202319
6,44,1,4,0,-1.3650504847971756
6,42,0,6,0,-1.3650504847971756
3,67,0,4,8,-0.32401262384328805
9,95,0,5,1,1.8621668841598757
6,93,0,6,4,1.341647953682932
2,41,1,8,3,-2.093776987464897
9,82,0,8,7,1.1334403814921545
7,82,1,8,8,0.9772847023490714
4,88,0,4,8,0.7690771301582938
1,41,0,6,5,-1.9376213083218137
2,94,1,5,0,0.4567657718721276
1,80,1,7,0,0.1965063066336557
8,93,0,4,9,1.6539593119690983
6,57,0,8,4,-0.740427768224843
7,40,1,6,4,-1.3129985917494813
7,70,0,7,9,0.2485581996813501
1,77,0,4,4,-0.3760645168909824
3,52,1,6,9,-1.2609466987017868
5,77,0,5,6,0.5088176649198219
8,42,1,8,0,-1.1047910195587036
6,73,1,8,2,0.4047138788244332
2,87,1,4,6,0.1965063066336557
4,93,0,4,4,1.1854922745398488
6,48,0,7,8,-1.000687233463315
5,64,0,7,3,-0.2719607307955937
5,57,1,5,2,-0.740427768224843
9,99,1,8,8,2.330633921589125
5,60,0,8,8,-0.4801683029863712
3,66,1,5,7,-0.5322201960340656
6,85,1,4,0,0.7690771301582938
6,59,1,6,0,-0.32401262384328805
6,49,1,4,0,-0.8965834473679262
4,62,1,4,6,-0.6363239821294543
6,82,0,6,0,0.8731809162536827
2,91,1,4,7,0.6649733440629051
7,71,0,9,3,0.4047138788244332
6,81,0,7,3,0.7690771301582938
7,87,1,8,2,1.2375441675875432
1,77,1,4,1,-0.3760645168909824
6,52,1,7,5,-0.5322201960340656
3,48,0,5,1,-1.41710237784487
2,66,1,7,3,-0.6883758751771487
2,83,1,6,2,0.14445441358596134
1,89,1,9,9,0.5088176649198219
6,58,1,9,0,-0.32401262384328805
8,94,1,7,8,1.7580630980644871
4,81,0,6,4,0.3006100927290445
7,47,0,8,0,-0.740427768224843
9,64,1,4,8,0.09240252053826696
3,64,1,4,7,-0.6363239821294543
2,60,1,9,4,-0.740427768224843
3,70,1,8,8,-0.2719607307955937
6,79,1,4,2,0.6649733440629051
2,95,0,9,4,1.1334403814921545
3,88,0,9,8,0.925232809301377
3,68,0,7,2,-0.2199088377478993
7,44,1,4,7,-1.1568429126063982
5,99,0,7,5,1.7580630980644871
1,46,0,8,7,-1.833517522226425
1,57,0,7,2,-1.1568429126063982
2,59,0,8,3,-1.1047910195587036
5,86,1,8,2,0.8211290232059882
7,95,0,8,3,1.7580630980644871
7,63,0,6,5,-0.011701265557121794
2,94,0,8,0,0.7690771301582938
2,83,1,9,2,0.3006100927290445
4,55,0,4,4,-1.000687233463315
5,46,1,7,8,-1.000687233463315
3,95,1,5,4,0.925232809301377
1,80,0,4,8,0.09240252053826696
8,90,0,8,9,1.7060112050167926
8,78,0,8,1,0.925232809301377
7,95,0,4,4,1.5498555258737094
3,76,0,5,7,-0.011701265557121794
4,90,0,6,3,1.0293365953967657
6,43,1,7,4,-1.3650504847971756
7,51,1,4,4,-0.7924796612725374
7,41,0,6,5,-1.2609466987017868
4,84,0,9,1,0.6129214510152108
1,72,0,7,0,-0.42811640993867683
5,74,0,6,0,0.14445441358596134
8,58,1,7,4,0.04035062749057258
1,50,0,7,4,-1.6253099500356474
7,71,1,6,1,0.35266198577673885
1,91,0,8,1,0.5088176649198219
2,94,1,8,9,1.0293365953967657
1,83,1,4,6,-0.011701265557121794
8,81,0,7,2,0.8731809162536827
6,93,1,5,9,1.3936998467306263
7,91,0,4,3,1.3936998467306263
3,55,0,9,0,-1.1568429126063982
1,78,0,9,9,-0.06375315860481617
1,49,1,8,5,-1.573258056987953
9,56,1,8,2,0.04035062749057258
8,49,1,9,5,-0.42811640993867683
8,44,0,8,9,-0.740427768224843
3,72,1,9,4,-0.011701265557121794
1,87,0,9,1,0.5088176649198219
9,78,1,6,5,1.0813884884444602
4,72,1,9,2,-0.011701265557121794
2,45,0,9,2,-1.833517522226425
9,43,1,8,3,-0.6363239821294543
6,70,0,8,5,0.3006100927290445
4,90,0,5,9,0.8211290232059882
3,70,1,4,2,-0.2719607307955937
2,58,1,6,1,-0.9486353404156206
1,50,0,8,6,-1.7294137361310362
7,80,1,9,5,0.8731809162536827
4,62,1,8,7,-0.5322201960340656
8,67,0,9,4,0.35266198577673885
1,96,1,4,2,0.7170252371105995
5,75,0,8,7,0.1965063066336557
4,75,0,5,0,0.04035062749057258
3,97,1,4,2,1.1334403814921545
5,65,0,5,4,-0.2719607307955937
8,56,0,9,5,-0.16785694470020493
6,97,1,7,8,1.6539593119690983
4,43,0,5,1,-1.7294137361310362
5,77,1,4,5,0.3006100927290445
5,81,0,8,0,0.6649733440629051
1,96,1,7,9,0.8211290232059882
7,47,0,6,1,-0.8445315543202319
1,65,0,4,5,-0.7924796612725374
9,47,1,9,1,-0.42811640993867683
9,46,0,9,9,-0.6363239821294543
6,45,1,6,2,-1.1047910195587036
3,63,0,8,6,-0.58427208908176
8,61,0,9,1,0.04035062749057258
5,55,0,7,9,-0.8965834473679262
7,51,1,8,5,-0.740427768224843
7,86,1,5,4,0.9772847023490714
8,59,1,6,7,-0.16785694470020493
2,85,1,5,7,0.4567657718721276
9,82,1,5,5,1.341647953682932
6,71,0,5,0,0.14445441358596134
6,67,1,5,0,0.04035062749057258
6,43,1,9,3,-1.3129985917494813
9,67,0,4,6,0.4047138788244332
4,63,0,9,9,-0.2719607307955937
6,77,1,9,3,0.7690771301582938
8,54,1,9,6,-0.2719607307955937
3,52,0,7,4,-1.1047910195587036
7,59,1,6,6,-0.06375315860481617
2,45,1,6,0,-1.8855694152741194
6,41,1,4,7,-1.4691542708925645
1,47,0,8,5,-1.833517522226425
9,95,1,7,2,1.9662706702552646
3,81,1,9,3,0.1965063066336557
8,59,0,8,7,-0.011701265557121794
8,57,0,7,1,-0.5322201960340656
7,89,0,9,4,1.5498555258737094
9,79,1,6,8,1.1334403814921545
3,66,1,6,7,-0.3760645168909824
5,53,1,6,4,-0.7924796612725374
2,55,0,9,4,-1.1047910195587036
9,57,1,5,7,-0.011701265557121794
2,53,0,4,2,-1.3650504847971756
8,95,0,7,8,1.7580630980644871
9,99,1,8,6,2.2265301354937366
8,75,1,8,2,0.7170252371105995
9,99,0,8,7,2.0703744563506534
3,51,0,5,7,-1.3129985917494813
3,65,1,6,3,-0.740427768224843
7,93,1,5,4,1.7060112050167926
7,74,0,9,6,0.8211290232059882
3,61,1,8,6,-0.6883758751771487
1,90,0,5,0,0.2485581996813501
2,63,1,5,3,-0.8445315543202319
4,43,0,8,2,-1.7294137361310362
6,91,1,7,3,1.2895960606352377
9,78,0,4,3,1.0813884884444602
4,91,0,6,0,0.9772847023490714
2,47,1,6,3,-1.3129985917494813
8,93,1,9,6,1.8101149911121814
2,67,0,8,4,-0.2719607307955937
7,91,0,5,1,1.3936998467306263
2,91,0,9,2,0.7690771301582938
8,47,0,6,2,-0.6883758751771487
8,69,1,4,4,0.3006100927290445
3,98,0,9,6,1.341647953682932
3,61,0,6,7,-0.6363239821294543
9,79,0,7,4,1.341647953682932
3,91,0,6,2,0.8211290232059882
3,77,0,5,4,0.09240252053826696
9,76,0,5,9,0.8211290232059882
1,60,1,5,3,-1.1568429126063982
7,61,1,4,7,0.04035062749057258
3,46,0,4,1,-1.5212061639402588
5,93,0,4,9,1.1854922745398488
6,79,1,7,9,0.7690771301582938
1,61,1,7,7,-0.9486353404156206
4,64,1,9,4,-0.5322201960340656
7,56,1,9,7,-0.2719607307955937
8,94,1,5,7,1.8101149911121814
2,88,1,6,9,0.5088176649198219
9,57,0,8,9,-0.011701265557121794
7,92,0,6,4,1.4457517397783208
8,93,0,4,6,1.3936998467306263
1,70,0,9,6,-0.5322201960340656
8,79,1,6,0,0.7170252371105995
6,93,0,7,2,1.2895960606352377
6,72,1,4,9,0.3006100927290445
9,89,0,7,6,1.7580630980644871
1,95,0,8,3,0.8211290232059882
7,85,1,5,3,0.925232809301377
9,60,0,4,6,-0.06375315860481617
1,62,0,6,0,-1.2088948056540925
1,87,0,8,5,0.14445441358596134
7,50,1,7,4,-0.5322201960340656
3,65,0,8,0,-0.6363239821294543
9,44,0,9,9,-0.58427208908176
1,56,1,6,4,-1.5212061639402588
6,89,0,4,0,0.9772847023490714
1,42,1,8,4,-1.9896732013695082
2,61,1,5,3,-0.8965834473679262
3,70,1,4,2,-0.16785694470020493
1,87,0,8,2,0.09240252053826696
3,90,0,6,7,0.925232809301377
3,98,1,9,1,1.4978036328260151
4,96,0,6,1,1.1334403814921545
8,79,0,6,2,0.925232809301377
5,83,1,4,4,0.7170252371105995
7,72,1,7,3,0.4047138788244332
1,77,1,6,9,-0.2199088377478993
7,44,0,6,6,-1.0527391265110093
8,49,0,9,0,-0.9486353404156206
1,94,1,8,6,0.7690771301582938
2,51,0,6,1,-1.5212061639402588
4,42,1,9,4,-1.4691542708925645
9,87,1,8,9,1.7580630980644871
1,53,1,9,5,-1.6253099500356474
1,50,1,4,1,-1.677361843083342
6,95,0,5,9,1.5498555258737094
1,89,0,9,7,0.4047138788244332
3,70,0,4,1,-0.3760645168909824
7,94,1,9,0,1.8101149911121814
8,54,1,5,4,-0.42811640993867683
6,73,0,9,9,0.4047138788244332
4,85,1,5,9,0.7690771301582938
8,73,1,7,4,0.5088176649198219
2,63,1,6,7,-0.58427208908176
1,93,0,6,7,0.5088176649198219
3,77,0,6,0,0.1965063066336557
3,53,0,6,5,-1.2609466987017868
8,81,0,5,2,1.0813884884444602
8,87,1,9,1,1.4457517397783208
1,41,1,8,0,-2.1978807735602857
4,72,1,5,5,-0.11580505165251055
3,47,0,9,2,-1.41710237784487
2,73,1,4,8,-0.42811640993867683
9,53,0,5,1,-0.42811640993867683
6,40,1,4,0,-1.573258056987953
9,66,0,9,5,0.5088176649198219
6,58,1,7,0,-0.5322201960340656
7,57,1,9,9,-0.2719607307955937
2,65,0,8,4,-0.6883758751771487
4,90,0,5,9,0.8731809162536827
6,71,1,7,7,0.3006100927290445
5,93,0,8,5,1.1334403814921545
1,85,1,4,4,0.1965063066336557
6,76,1,8,1,0.6129214510152108
4,40,0,6,2,-1.9376213083218137
7,84,1,4,8,1.0813884884444602
3,48,1,7,3,-1.4691542708925645
9,94,0,9,5,1.7580630980644871
4,85,1,6,8,0.7690771301582938
5,63,1,7,9,-0.3760645168909824
6,93,0,4,7,1.2895960606352377
7,71,0,5,5,0.2485581996813501
7,55,0,4,7,-0.42811640993867683
4,89,1,5,0,0.7170252371105995
4,84,1,8,1,0.5608695579675164
2,73,1,5,6,-0.2199088377478993
8,69,0,9,1,0.4567657718721276
4,53,1,7,4,-1.1568429126063982
1,72,1,8,1,-0.5322201960340656
2,65,1,5,1,-0.6363239821294543
4,40,0,8,7,-1.573258056987953
2,63,1,5,0,-0.8965834473679262
2,81,0,8,7,0.2485581996813501
7,89,0,4,7,1.2895960606352377
7,54,0,5,8,-0.42811640993867683
9,53,0,6,7,-0.3760645168909824
2,56,0,4,5,-1.41710237784487
7,41,1,6,8,-1.0527391265110093
2,42,0,4,6,-2.093776987464897
4,94,1,6,6,1.1334403814921545
2,95,0,5,5,0.925232809301377
8,88,0,7,2,1.4978036328260151
2,51,0,9,5,-1.2609466987017868
9,49,1,8,9,-0.3760645168909824
9,95,1,6,9,2.0703744563506534
4,54,0,4,8,-0.9486353404156206
6,99,0,9,4,1.7060112050167926
8,78,1,7,6,0.7690771301582938
5,76,1,8,2,0.5608695579675164
7,62,0,7,2,-0.16785694470020493
9,43,1,8,8,-0.740427768224843
2,44,1,4,8,-1.6253099500356474
4,43,0,8,5,-1.4691542708925645
3,82,0,4,1,0.4567657718721276
9,82,0,7,3,1.2375441675875432
2,88,0,9,8,0.6129214510152108
1,56,0,8,2,-1.41710237784487
7,57,0,9,3,-0.2199088377478993
2,59,0,5,6,-1.000687233463315
7,94,0,7,6,1.5498555258737094
5,77,0,7,4,0.4047138788244332
3,62,0,7,6,-0.6363239821294543
2,88,0,7,8,0.7690771301582938
3,97,0,5,7,1.1334403814921545
2,72,1,8,3,-0.2719607307955937
9,43,1,9,8,-0.6883758751771487
7,79,0,5,4,0.7170252371105995
5,50,0,6,0,-1.1047910195587036
6,92,0,4,2,1.2895960606352377
6,84,1,6,9,0.9772847023490714
2,49,0,4,8,-1.6253099500356474
2,70,1,7,3,-0.3760645168909824
7,94,1,6,6,1.7060112050167926
9,58,1,9,0,-0.011701265557121794
1,60,1,8,2,-1.2609466987017868
1,86,0,8,9,0.5608695579675164
6,96,0,4,9,1.4978036328260151
4,64,1,5,5,-0.42811640993867683
9,77,0,7,0,0.8731809162536827
9,45,0,5,9,-0.6363239821294543
9,98,0,6,6,2.0703744563506534
5,54,0,8,5,-0.740427768224843
1,51,1,8,1,-1.573258056987953
1,40,1,6,5,-2.3019845596556743
6,98,0,4,5,1.6539593119690983
2,74,0,6,6,-0.16785694470020493
8,92,0,7,5,1.601907418921404
3,90,1,7,7,0.8211290232059882
2,95,0,9,7,0.925232809301377
6,72,1,4,2,0.2485581996813501
5,79,1,9,1,0.6649733440629051
5,51,1,7,3,-0.9486353404156206
3,94,1,7,0,1.0813884884444602
3,83,0,5,5,0.3006100927290445
3,42,1,5,5,-1.833517522226425
2,88,0,9,8,0.7170252371105995
6,57,0,4,7,-0.3760645168909824
5,96,0,7,7,1.4457517397783208
5,43,0,7,3,-1.41710237784487
5,57,1,8,7,-0.42811640993867683
6,74,1,8,1,0.4567657718721276
4,66,1,4,8,-0.3760645168909824
2,98,1,7,0,0.9772847023490714
6,59,1,4,5,-0.4801683029863712
6,47,1,8,4,-1.1047910195587036
6,47,0,4,2,-1.1568429126063982
5,64,1,4,3,-0.2199088377478993
2,82,1,9,4,0.5088176649198219
9,83,1,8,2,1.1854922745398488
6,65,0,8,7,-0.06375315860481617
4,59,0,8,5,-0.58427208908176
4,56,1,5,8,-0.7924796612725374
1,55,0,4,0,-1.3650504847971756
4,93,0,9,7,1.0813884884444602
9,95,0,5,8,1.91421877720757
3,77,1,6,1,-0.011701265557121794
4,58,1,7,2,-0.4801683029863712
2,81,0,4,5,0.1965063066336557
9,72,0,5,6,0.8211290232059882
3,87,1,4,4,0.5088176649198219
9,78,1,6,7,1.2375441675875432
9,99,0,6,8,2.1224263493983475
5,51,1,4,2,-0.9486353404156206
5,44,1,5,3,-1.4691542708925645
2,79,0,8,8,0.09240252053826696
9,52,0,9,8,-0.2719607307955937
8,76,0,4,3,0.7170252371105995
4,76,1,6,8,0.2485581996813501
2,57,1,4,5,-1.1047910195587036
1,69,0,4,8,-0.6363239821294543
2,55,1,6,5,-1.1047910195587036
4,77,0,4,5,-0.06375315860481617
1,85,1,7,9,0.14445441358596134
8,49,1,8,0,-0.5322201960340656
7,98,1,5,7,1.8101149911121814
7,46,0,5,0,-1.000687233463315
7,43,0,4,4,-0.9486353404156206
1,89,1,5,5,0.4567657718721276
1,62,0,5,5,-0.9486353404156206
4,77,0,7,8,0.09240252053826696
3,61,1,7,4,-0.4801683029863712
5,53,1,8,4,-0.740427768224843
9,83,1,5,7,1.2895960606352377
7,79,0,5,0,0.7170252371105995
3,99,0,5,1,1.2375441675875432
4,50,0,5,1,-1.3129985917494813
2,86,0,7,7,0.4047138788244332
5,50,1,9,7,-0.7924796612725374
9,59,0,6,7,-0.2719607307955937
1,79,0,7,4,-0.16785694470020493
2,63,0,7,8,-0.6883758751771487
9,55,1,9,1,-0.011701265557121794
1,72,1,4,1,-0.58427208908176
1,50,1,6,8,-1.5212061639402588
6,75,1,7,0,0.4047138788244332
7,47,1,5,3,-0.8445315543202319
2,79,0,8,9,-0.011701265557121794
1,53,1,6,2,-1.4691542708925645
8,88,0,7,4,1.4978036328260151
6,96,0,9,0,1.5498555258737094
5,75,0,9,3,0.35266198577673885
9,69,0,4,2,0.5088176649198219
7,82,0,6,3,0.8731809162536827
4,77,1,8,0,0.35266198577673885
8,66,0,5,6,0.3006100927290445
6,57,0,7,0,-0.6883758751771487
2,45,0,7,3,-1.7814656291787305
6,83,1,6,7,0.8731809162536827
1,93,1,6,8,0.6649733440629051
8,45,0,4,7,-0.9486353404156206
2,69,0,8,5,-0.32401262384328805
4,92,0,9,0,0.925232809301377
9,41,0,8,6,-0.8965834473679262
9,87,0,6,4,1.5498555258737094
9,89,0,7,9,1.3936998467306263
5,44,0,7,8,-1.2088948056540925
2,63,1,6,9,-0.8445315543202319
7,53,0,5,9,-0.5322201960340656
6,60,0,7,3,-0.5322201960340656
7,92,1,5,9,1.601907418921404
2,52,0,9,0,-1.3650504847971756
2,71,1,8,4,-0.2719607307955937
3,82,1,8,3,0.4047138788244332
6,41,0,9,8,-1.1568429126063982
1,42,1,5,6,-1.9896732013695082
5,92,0,6,6,0.9772847023490714
7,66,0,4,4,0.09240252053826696
2,55,0,8,2,-1.2088948056540925
4,82,0,4,2,0.5088176649198219
1,53,0,5,7,-1.4691542708925645
5,49,1,7,7,-1.1047910195587036
3,67,0,7,8,-0.42811640993867683
3,96,1,7,6,1.0293365953967657
9,67,0,5,9,0.4567657718721276
5,72,1,8,7,0.3006100927290445
9,55,0,7,3,-0.011701265557121794
5,87,0,5,3,0.8731809162536827
1,65,0,6,3,-0.9486353404156206
7,52,1,5,0,-0.5322201960340656
6,81,1,4,7,0.8211290232059882
9,43,1,5,1,-0.6883758751771487
1,68,1,5,8,-0.7924796612725374
3,82,0,6,8,0.4567657718721276
1,88,1,4,9,0.1965063066336557
5,50,0,9,7,-1.0527391265110093
7,84,0,7,9,1.0813884884444602
1,70,1,6,8,-0.58427208908176
2,71,0,5,5,-0.4801683029863712
5,87,0,9,7,0.925232809301377
9,62,0,9,5,0.1965063066336557
1,48,1,8,5,-1.573258056987953
4,43,1,7,2,-1.677361843083342
6,45,0,8,2,-1.1568429126063982
6,86,1,4,4,1.0293365953967657
1,58,1,6,7,-1.1047910195587036
4,88,0,9,0,0.925232809301377
7,65,0,5,8,0.14445441358596134
